疾病	关系	基因
Intellectual Disability	相关基因	UQCRQ
Intellectual Disability	相关基因	VLDLR
Intellectual Disability	相关基因	XRCC4
Intellectual Disability	相关基因	YARS2
Intellectual Disability	相关基因	CASP2
Glioblastoma Multiforme	相关基因	AKT1
Glioblastoma Multiforme	相关基因	AKT2
Glioblastoma Multiforme	相关基因	ALK
Glioblastoma Multiforme	相关基因	APOD
Glioblastoma Multiforme	相关基因	BRAF
Glioblastoma Multiforme	相关基因	CCND1
Glioblastoma Multiforme	相关基因	CD44
Glioblastoma Multiforme	相关基因	CDC42
Glioblastoma Multiforme	相关基因	CDK2
Glioblastoma Multiforme	相关基因	CDK4
Glioblastoma Multiforme	相关基因	CDK6
Glioblastoma Multiforme	相关基因	CDKN1A
Glioblastoma Multiforme	相关基因	EGF
Glioblastoma Multiforme	相关基因	EGFR
Glioblastoma Multiforme	相关基因	ERBB2
Glioblastoma Multiforme	相关基因	FGFR1
Glioblastoma Multiforme	相关基因	GSK3B
Glioblastoma Multiforme	相关基因	HIF1A
Glioblastoma Multiforme	相关基因	HRAS
Glioblastoma Multiforme	相关基因	IDH1
Glioblastoma Multiforme	相关基因	IDH2
Glioblastoma Multiforme	相关基因	IGF1
Glioblastoma Multiforme	相关基因	IGF1R
Glioblastoma Multiforme	相关基因	IGFBP3
Glioblastoma Multiforme	相关基因	IL13
Glioblastoma Multiforme	相关基因	IL13RA2
Glioblastoma Multiforme	相关基因	KDR
Glioblastoma Multiforme	相关基因	KEAP1
Glioblastoma Multiforme	相关基因	MAPK1
Glioblastoma Multiforme	相关基因	MAPK3
Glioblastoma Multiforme	相关基因	MAPK8
Glioblastoma Multiforme	相关基因	MDM2
Glioblastoma Multiforme	相关基因	MET
Glioblastoma Multiforme	相关基因	MGMT
Glioblastoma Multiforme	相关基因	MTOR
Glioblastoma Multiforme	相关基因	MYC
Glioblastoma Multiforme	相关基因	NOS2
Glioblastoma Multiforme	相关基因	PDGFB
Glioblastoma Multiforme	相关基因	PDGFRA
Glioblastoma Multiforme	相关基因	PDGFRB
Glioblastoma Multiforme	相关基因	PIK3CA
Glioblastoma Multiforme	相关基因	PIK3R1
Glioblastoma Multiforme	相关基因	PPARG
Glioblastoma Multiforme	相关基因	PRKCA
Glioblastoma Multiforme	相关基因	PRKCB
Glioblastoma Multiforme	相关基因	PTEN
Glioblastoma Multiforme	相关基因	PTK2
Glioblastoma Multiforme	相关基因	RB1
Glioblastoma Multiforme	相关基因	SGK1
Glioblastoma Multiforme	相关基因	STAT3
Glioblastoma Multiforme	相关基因	TP53
Glioblastoma Multiforme	相关基因	VEGFA
Glioblastoma Multiforme	相关基因	BID
Glioblastoma Multiforme	相关基因	E2F1
Glioblastoma Multiforme	相关基因	PDGFA
Glioblastoma Multiforme	相关基因	RPS6KB1
Glioblastoma Multiforme	相关基因	IER5
Chronic Myeloid Leukemia	相关基因	ABCC4
Chronic Myeloid Leukemia	相关基因	ABL1
Chronic Myeloid Leukemia	相关基因	AKR1C2
Chronic Myeloid Leukemia	相关基因	ALDH7A1
Chronic Myeloid Leukemia	相关基因	ALOX5
Chronic Myeloid Leukemia	相关基因	ANXA5
Chronic Myeloid Leukemia	相关基因	APP
Chronic Myeloid Leukemia	相关基因	BCHE
Chronic Myeloid Leukemia	相关基因	BCR
Chronic Myeloid Leukemia	相关基因	BIRC5
Chronic Myeloid Leukemia	相关基因	BRAF
Chronic Myeloid Leukemia	相关基因	BTK
Chronic Myeloid Leukemia	相关基因	CA9
Chronic Myeloid Leukemia	相关基因	CAPN3
Chronic Myeloid Leukemia	相关基因	CAST
Chronic Myeloid Leukemia	相关基因	CD40
Chronic Myeloid Leukemia	相关基因	COL1A1
Chronic Myeloid Leukemia	相关基因	COL1A2
Chronic Myeloid Leukemia	相关基因	CXCR4
Chronic Myeloid Leukemia	相关基因	DPYD
Chronic Myeloid Leukemia	相关基因	DSP
Chronic Myeloid Leukemia	相关基因	EDNRB
Chronic Myeloid Leukemia	相关基因	EGFR
Chronic Myeloid Leukemia	相关基因	EHHADH
Chronic Myeloid Leukemia	相关基因	EPCAM
Chronic Myeloid Leukemia	相关基因	ESRRB
Chronic Myeloid Leukemia	相关基因	GJA1
Chronic Myeloid Leukemia	相关基因	GLRB
Chronic Myeloid Leukemia	相关基因	GNAI1
Chronic Myeloid Leukemia	相关基因	GPX1
Chronic Myeloid Leukemia	相关基因	GSTP1
Chronic Myeloid Leukemia	相关基因	HEXB
Chronic Myeloid Leukemia	相关基因	HGF
Chronic Myeloid Leukemia	相关基因	HLA-A
Chronic Myeloid Leukemia	相关基因	HLA-B
Chronic Myeloid Leukemia	相关基因	HLA-DQB1
Chronic Myeloid Leukemia	相关基因	HRH1
Chronic Myeloid Leukemia	相关基因	HSPA5
Chronic Myeloid Leukemia	相关基因	ICAM1
Chronic Myeloid Leukemia	相关基因	IGFBP7
Chronic Myeloid Leukemia	相关基因	IRS1
Chronic Myeloid Leukemia	相关基因	ITGA4
Chronic Myeloid Leukemia	相关基因	ITGB3
Chronic Myeloid Leukemia	相关基因	ITK
Chronic Myeloid Leukemia	相关基因	JAK2
Chronic Myeloid Leukemia	相关基因	KCNH2
Chronic Myeloid Leukemia	相关基因	KIT
Chronic Myeloid Leukemia	相关基因	L1CAM
Chronic Myeloid Leukemia	相关基因	LEPR
Chronic Myeloid Leukemia	相关基因	MAPK1
Chronic Myeloid Leukemia	相关基因	MCFD2
Chronic Myeloid Leukemia	相关基因	MYH11
Chronic Myeloid Leukemia	相关基因	NAGS
Chronic Myeloid Leukemia	相关基因	NAMPT
Chronic Myeloid Leukemia	相关基因	NFKBIA
Chronic Myeloid Leukemia	相关基因	NOS3
Chronic Myeloid Leukemia	相关基因	NT5E
Chronic Myeloid Leukemia	相关基因	PAM
Chronic Myeloid Leukemia	相关基因	PIM1
Chronic Myeloid Leukemia	相关基因	PLAT
Chronic Myeloid Leukemia	相关基因	PLAUR
Chronic Myeloid Leukemia	相关基因	PLOD2
Chronic Myeloid Leukemia	相关基因	PPARG
Chronic Myeloid Leukemia	相关基因	PRODH
Chronic Myeloid Leukemia	相关基因	PROS1
Chronic Myeloid Leukemia	相关基因	PRTN3
Chronic Myeloid Leukemia	相关基因	PTGER3
Chronic Myeloid Leukemia	相关基因	PYCR2
Chronic Myeloid Leukemia	相关基因	RAB7A
Chronic Myeloid Leukemia	相关基因	RAD51
Chronic Myeloid Leukemia	相关基因	RPS6KA3
Chronic Myeloid Leukemia	相关基因	SERPINE1
Chronic Myeloid Leukemia	相关基因	SERPINF1
Chronic Myeloid Leukemia	相关基因	SIGMAR1
Chronic Myeloid Leukemia	相关基因	SLC1A3
Chronic Myeloid Leukemia	相关基因	SLC9A1
Chronic Myeloid Leukemia	相关基因	SMAD2
Chronic Myeloid Leukemia	相关基因	SNCA
Chronic Myeloid Leukemia	相关基因	ST14
Chronic Myeloid Leukemia	相关基因	TERT
Chronic Myeloid Leukemia	相关基因	TGFBR2
Chronic Myeloid Leukemia	相关基因	TLR4
Chronic Myeloid Leukemia	相关基因	TP53
Chronic Myeloid Leukemia	相关基因	UCHL1
Chronic Myeloid Leukemia	相关基因	VCAN
Chronic Myeloid Leukemia	相关基因	CDH6
Chronic Myeloid Leukemia	相关基因	CDH11
Chronic Myeloid Leukemia	相关基因	BCL2A1
Chronic Myeloid Leukemia	相关基因	CHI3L1
Chronic Myeloid Leukemia	相关基因	CNN3
Chronic Myeloid Leukemia	相关基因	CAPN2
Chronic Myeloid Leukemia	相关基因	CAV2
Chronic Myeloid Leukemia	相关基因	HAS2
Chronic Myeloid Leukemia	相关基因	FOSL2
Chronic Myeloid Leukemia	相关基因	NFE2
Chronic Myeloid Leukemia	相关基因	PTPRG
Chronic Myeloid Leukemia	相关基因	MT1E
Chronic Myeloid Leukemia	相关基因	PAWR
Chronic Myeloid Leukemia	相关基因	PER1
Chronic Myeloid Leukemia	相关基因	TNFSF10
Chronic Myeloid Leukemia	相关基因	TGFB1I1
Chronic Myeloid Leukemia	相关基因	THBS1
Chronic Myeloid Leukemia	相关基因	TIMP2
Chronic Myeloid Leukemia	相关基因	ARL6IP5
Chronic Myeloid Leukemia	相关基因	PLK2
Acute Kidney Injury	相关基因	A2M
Acute Kidney Injury	相关基因	ADRB2
Acute Kidney Injury	相关基因	ALB
Acute Kidney Injury	相关基因	AMN
Acute Kidney Injury	相关基因	ASPA
Acute Kidney Injury	相关基因	ATP5B
Acute Kidney Injury	相关基因	B2M
Acute Kidney Injury	相关基因	CCND1
Acute Kidney Injury	相关基因	CCR5
Acute Kidney Injury	相关基因	CD163
Acute Kidney Injury	相关基因	CD44
Acute Kidney Injury	相关基因	CYP2C19
Acute Kidney Injury	相关基因	CYP2C9
Acute Kidney Injury	相关基因	CYP2D6
Acute Kidney Injury	相关基因	EDN1
Acute Kidney Injury	相关基因	EGFR
Acute Kidney Injury	相关基因	FECH
Acute Kidney Injury	相关基因	FOS
Acute Kidney Injury	相关基因	G6PD
Acute Kidney Injury	相关基因	GATM
Acute Kidney Injury	相关基因	GFER
Acute Kidney Injury	相关基因	GSK3B
Acute Kidney Injury	相关基因	GSTM2
Acute Kidney Injury	相关基因	GSTP1
Acute Kidney Injury	相关基因	HEXB
Acute Kidney Injury	相关基因	HMOX1
Acute Kidney Injury	相关基因	IGF1
Acute Kidney Injury	相关基因	IKBKB
Acute Kidney Injury	相关基因	IL10
Acute Kidney Injury	相关基因	IL6
Acute Kidney Injury	相关基因	INS
Acute Kidney Injury	相关基因	MAPK10
Acute Kidney Injury	相关基因	MPO
Acute Kidney Injury	相关基因	MTHFR
Acute Kidney Injury	相关基因	NOS2
Acute Kidney Injury	相关基因	NOS3
Acute Kidney Injury	相关基因	NQO1
Acute Kidney Injury	相关基因	PPARG
Acute Kidney Injury	相关基因	SIK1
Acute Kidney Injury	相关基因	SIRT1
Acute Kidney Injury	相关基因	SLC22A12
Acute Kidney Injury	相关基因	TGFB1
Acute Kidney Injury	相关基因	TNF
Acute Kidney Injury	相关基因	TP53
Acute Kidney Injury	相关基因	VEGFA
Acute Kidney Injury	相关基因	BAX
Acute Kidney Injury	相关基因	BID
Acute Kidney Injury	相关基因	HBEGF
Acute Kidney Injury	相关基因	IGFBP1
Acute Kidney Injury	相关基因	NFE2L2
Acute Kidney Injury	相关基因	RGS2
Acute Kidney Injury	相关基因	SPP1
Acute Kidney Injury	相关基因	PSME3
Acute Kidney Injury	相关基因	PBK
Acute Kidney Injury	相关基因	AGPAT9
Brain Ischemia	相关基因	ACE
Brain Ischemia	相关基因	ALB
Brain Ischemia	相关基因	APP
Brain Ischemia	相关基因	BDNF
Brain Ischemia	相关基因	CASP3
Brain Ischemia	相关基因	CAT
Brain Ischemia	相关基因	CBS
Brain Ischemia	相关基因	CCL11
Brain Ischemia	相关基因	CCL2
Brain Ischemia	相关基因	CCL3
Brain Ischemia	相关基因	CEBPB
Brain Ischemia	相关基因	CHRM1
Brain Ischemia	相关基因	CTLA4
Brain Ischemia	相关基因	CXCL10
Brain Ischemia	相关基因	CYCS
Brain Ischemia	相关基因	DIABLO
Brain Ischemia	相关基因	EDN1
Brain Ischemia	相关基因	ELN
Brain Ischemia	相关基因	F2
Brain Ischemia	相关基因	F5
Brain Ischemia	相关基因	GPX1
Brain Ischemia	相关基因	HIF1A
Brain Ischemia	相关基因	ICAM1
Brain Ischemia	相关基因	IL1A
Brain Ischemia	相关基因	IL1B
Brain Ischemia	相关基因	IL1RN
Brain Ischemia	相关基因	IL6
Brain Ischemia	相关基因	JAK2
Brain Ischemia	相关基因	JUN
Brain Ischemia	相关基因	KCNB1
Brain Ischemia	相关基因	LIMK1
Brain Ischemia	相关基因	MAP2
Brain Ischemia	相关基因	MAP2K1
Brain Ischemia	相关基因	MAPK1
Brain Ischemia	相关基因	MAPK3
Brain Ischemia	相关基因	MMP9
Brain Ischemia	相关基因	MPO
Brain Ischemia	相关基因	MTHFR
Brain Ischemia	相关基因	NFKB1
Brain Ischemia	相关基因	NFKBIA
Brain Ischemia	相关基因	NOS2
Brain Ischemia	相关基因	PARP1
Brain Ischemia	相关基因	PLAT
Brain Ischemia	相关基因	PLAU
Brain Ischemia	相关基因	PRTN3
Brain Ischemia	相关基因	PTGS2
Brain Ischemia	相关基因	RB1
Brain Ischemia	相关基因	RELA
Brain Ischemia	相关基因	SCNN1B
Brain Ischemia	相关基因	SCNN1G
Brain Ischemia	相关基因	SELE
Brain Ischemia	相关基因	SOD1
Brain Ischemia	相关基因	SOD2
Brain Ischemia	相关基因	STAT3
Brain Ischemia	相关基因	TNF
Brain Ischemia	相关基因	TNFRSF1A
Brain Ischemia	相关基因	TNFRSF1B
Brain Ischemia	相关基因	TP53
Brain Ischemia	相关基因	EGR1
Brain Ischemia	相关基因	CCR4
Brain Ischemia	相关基因	CASP9
Brain Ischemia	相关基因	IL18
Brain Ischemia	相关基因	CCL4
Brain Ischemia	相关基因	BBC3
Bronchial Hyperreactivity	相关基因	ADRB1
Bronchial Hyperreactivity	相关基因	ADRB2
Bronchial Hyperreactivity	相关基因	ALOX5
Bronchial Hyperreactivity	相关基因	ARG1
Bronchial Hyperreactivity	相关基因	BDNF
Bronchial Hyperreactivity	相关基因	BGLAP
Bronchial Hyperreactivity	相关基因	CALCA
Bronchial Hyperreactivity	相关基因	CASP8
Bronchial Hyperreactivity	相关基因	CAT
Bronchial Hyperreactivity	相关基因	CCL11
Bronchial Hyperreactivity	相关基因	CCL2
Bronchial Hyperreactivity	相关基因	CCL3
Bronchial Hyperreactivity	相关基因	CCL5
Bronchial Hyperreactivity	相关基因	CD40
Bronchial Hyperreactivity	相关基因	CD40LG
Bronchial Hyperreactivity	相关基因	CD44
Bronchial Hyperreactivity	相关基因	CFTR
Bronchial Hyperreactivity	相关基因	CP
Bronchial Hyperreactivity	相关基因	CREB1
Bronchial Hyperreactivity	相关基因	CRH
Bronchial Hyperreactivity	相关基因	CSF2
Bronchial Hyperreactivity	相关基因	CXCL12
Bronchial Hyperreactivity	相关基因	CXCL8
Bronchial Hyperreactivity	相关基因	CXCR4
Bronchial Hyperreactivity	相关基因	CYP1A2
Bronchial Hyperreactivity	相关基因	CYP3A4
Bronchial Hyperreactivity	相关基因	CYSLTR2
Bronchial Hyperreactivity	相关基因	EDN1
Bronchial Hyperreactivity	相关基因	ELANE
Bronchial Hyperreactivity	相关基因	F2
Bronchial Hyperreactivity	相关基因	FCER1A
Bronchial Hyperreactivity	相关基因	FCER2
Bronchial Hyperreactivity	相关基因	GSR
Bronchial Hyperreactivity	相关基因	GSTM1
Bronchial Hyperreactivity	相关基因	GSTP1
Bronchial Hyperreactivity	相关基因	HLA-DQB1
Bronchial Hyperreactivity	相关基因	HLA-DRB1
Bronchial Hyperreactivity	相关基因	HNMT
Bronchial Hyperreactivity	相关基因	HRH1
Bronchial Hyperreactivity	相关基因	HRH2
Bronchial Hyperreactivity	相关基因	ICAM1
Bronchial Hyperreactivity	相关基因	IFNG
Bronchial Hyperreactivity	相关基因	IL10
Bronchial Hyperreactivity	相关基因	IL12B
Bronchial Hyperreactivity	相关基因	IL13
Bronchial Hyperreactivity	相关基因	IL1A
Bronchial Hyperreactivity	相关基因	IL1B
Bronchial Hyperreactivity	相关基因	IL1RN
Bronchial Hyperreactivity	相关基因	IL2RA
Bronchial Hyperreactivity	相关基因	IL4
Bronchial Hyperreactivity	相关基因	IL5
Bronchial Hyperreactivity	相关基因	IL6
Bronchial Hyperreactivity	相关基因	INS
Bronchial Hyperreactivity	相关基因	LTC4S
Bronchial Hyperreactivity	相关基因	MAPK3
Bronchial Hyperreactivity	相关基因	MMP1
Bronchial Hyperreactivity	相关基因	MMP2
Bronchial Hyperreactivity	相关基因	MMP9
Bronchial Hyperreactivity	相关基因	MPO
Bronchial Hyperreactivity	相关基因	MS4A2
Bronchial Hyperreactivity	相关基因	NGF
Bronchial Hyperreactivity	相关基因	NPSR1
Bronchial Hyperreactivity	相关基因	NPY
Bronchial Hyperreactivity	相关基因	NR3C1
Bronchial Hyperreactivity	相关基因	PDE4A
Bronchial Hyperreactivity	相关基因	PLA2G2A
Bronchial Hyperreactivity	相关基因	PLA2G7
Bronchial Hyperreactivity	相关基因	POMC
Bronchial Hyperreactivity	相关基因	PPBP
Bronchial Hyperreactivity	相关基因	PTGS1
Bronchial Hyperreactivity	相关基因	RNASE3
Bronchial Hyperreactivity	相关基因	SELE
Bronchial Hyperreactivity	相关基因	SELP
Bronchial Hyperreactivity	相关基因	SYK
Bronchial Hyperreactivity	相关基因	TBXA2R
Bronchial Hyperreactivity	相关基因	TGFB1
Bronchial Hyperreactivity	相关基因	TLR4
Bronchial Hyperreactivity	相关基因	TLR9
Bronchial Hyperreactivity	相关基因	TNF
Bronchial Hyperreactivity	相关基因	TRPA1
Bronchial Hyperreactivity	相关基因	TRPV1
Bronchial Hyperreactivity	相关基因	VCAM1
Bronchial Hyperreactivity	相关基因	CD69
Bronchial Hyperreactivity	相关基因	CHI3L1
Bronchial Hyperreactivity	相关基因	ADM
Bronchial Hyperreactivity	相关基因	CCR3
Bronchial Hyperreactivity	相关基因	IL18
Bronchial Hyperreactivity	相关基因	ITGAM
Bronchial Hyperreactivity	相关基因	CXCL1
Bronchial Hyperreactivity	相关基因	CCL13
Bronchial Hyperreactivity	相关基因	SELL
Bronchial Hyperreactivity	相关基因	CXCL5
Bronchial Hyperreactivity	相关基因	MUC5AC
Bronchial Hyperreactivity	相关基因	TAC1
"Autoinflammation, Lipodystrophy, And Dermatosis Syndrome"	相关基因	CCL11
"Autoinflammation, Lipodystrophy, And Dermatosis Syndrome"	相关基因	CCL2
"Autoinflammation, Lipodystrophy, And Dermatosis Syndrome"	相关基因	CCL3
"Autoinflammation, Lipodystrophy, And Dermatosis Syndrome"	相关基因	CCL5
"Autoinflammation, Lipodystrophy, And Dermatosis Syndrome"	相关基因	CRP
"Autoinflammation, Lipodystrophy, And Dermatosis Syndrome"	相关基因	CXCL8
"Autoinflammation, Lipodystrophy, And Dermatosis Syndrome"	相关基因	ELANE
"Autoinflammation, Lipodystrophy, And Dermatosis Syndrome"	相关基因	ICAM1
"Autoinflammation, Lipodystrophy, And Dermatosis Syndrome"	相关基因	IFNG
"Autoinflammation, Lipodystrophy, And Dermatosis Syndrome"	相关基因	IL10
"Autoinflammation, Lipodystrophy, And Dermatosis Syndrome"	相关基因	IL13
"Autoinflammation, Lipodystrophy, And Dermatosis Syndrome"	相关基因	IL1A
"Autoinflammation, Lipodystrophy, And Dermatosis Syndrome"	相关基因	IL1B
"Autoinflammation, Lipodystrophy, And Dermatosis Syndrome"	相关基因	IL1RN
"Autoinflammation, Lipodystrophy, And Dermatosis Syndrome"	相关基因	IL4
"Autoinflammation, Lipodystrophy, And Dermatosis Syndrome"	相关基因	IL5
"Autoinflammation, Lipodystrophy, And Dermatosis Syndrome"	相关基因	IL6
"Autoinflammation, Lipodystrophy, And Dermatosis Syndrome"	相关基因	MPO
"Autoinflammation, Lipodystrophy, And Dermatosis Syndrome"	相关基因	NOS2
"Autoinflammation, Lipodystrophy, And Dermatosis Syndrome"	相关基因	PPARG
"Autoinflammation, Lipodystrophy, And Dermatosis Syndrome"	相关基因	PSMB8
"Autoinflammation, Lipodystrophy, And Dermatosis Syndrome"	相关基因	PTGS1
"Autoinflammation, Lipodystrophy, And Dermatosis Syndrome"	相关基因	PTGS2
"Autoinflammation, Lipodystrophy, And Dermatosis Syndrome"	相关基因	RNASE3
"Autoinflammation, Lipodystrophy, And Dermatosis Syndrome"	相关基因	SELE
"Autoinflammation, Lipodystrophy, And Dermatosis Syndrome"	相关基因	SELP
